597,3000850,"analog-value","GLRF.ACID-EXH.EGRESS-SPD","Safe Egress EF Speed"
597,3000854,"analog-value","GLRF.ACID-EXH.SWITCHOVER-TIME","EF Switchover Time"
597,3000855,"analog-value","GLRF.ACID-EXH.EF41-Runtime","Exhaust Fan 41 Runtime"
597,3000856,"analog-value","GLRF.ACID-EXH.EF42-Runtime","Exhaust Fan 42 Runtime"
597,3000858,"analog-value","GLRF.ACID-EXH.OA-T","Network OA Temp"
597,3000859,"analog-value","GLRF.HEAT REC.HRPENHI-SP","HRP OA Enable High Setpoint"
597,3000860,"analog-value","GLRF.HEAT REC.HRPENLO-SP","HRP OA Enable Low Setpoint"
597,3000861,"analog-value","GLRF.VF.PENT.EPHZN-SP","East Penthouse Zone Setpoint"
597,3000930,"analog-value","GLRF.ABSL-EXH.EASP-SP","Exhaust Air Static Press Setpoint"
597,3000932,"analog-value","GLRF.ABSL-EXH.EGRESS-SPD","Safe Egress EF Speed"
597,3000933,"analog-value","GLRF.ABSL-EXH.EGRESS-DPR","Safe Egress OA Bleed Damper Percent"
597,3000934,"analog-value","GLRF.ABSL-EXH.EASPLOFAIL-SP","Exhaust Air Static Press Low FAIL Setpt"
597,3000935,"analog-value","GLRF.ABSL-EXH.EASPHIFAIL-SP","Exhaust Air Static Press High FAIL Setpt"
597,3000938,"analog-value","GLRF.ABSL-EXH.SWITCHOVER-TIME","EF Switchover Time"
597,3000939,"analog-value","GLRF.ABSL-EXH.EF29-Runtime","Exhaust Fan 29 Runtime"
597,3000940,"analog-value","GLRF.ABSL-EXH.EF30-Runtime","Exhaust Fan 30 Runtime"
597,3000942,"analog-value","GLRF.ABSL-EXH.OA-T","Network OA Temp"
597,3000943,"analog-value","GLRF.VF.PENT.WPHZN-SP","West Penthouse Zone Setpoint"
597,3000982,"analog-value","VAVAvg-T","VAV Average Temperature - 1st Flr"
597,3000983,"analog-value","VAVMin-T","VAV Minimum Temperature - 1st Flr"
597,3000984,"analog-value","VAVMax-T","VAV Maximum Temperature - 1st Flr"
597,3000985,"analog-value","VAVAvg2_3-T","VAV Average Temperature - 2nd/3rd Flr"
597,3000986,"analog-value","VAVMin2_3-T","VAV Minimum Temperature - 2nd/3rd Flr"
597,3000987,"analog-value","VAVMax2_3-T","VAV Maximum Temperature - 2nd/3rd Flr"
597,3001280,"analog-value","GLRF.FUME-EXH.EffEASP-SP","Effective Exh Air Static Pressure Setpt"
597,3001282,"analog-value","GLRF.FUME-EXH.EASP-SP","EA Static Press Setpt Starting Value"
597,3001284,"analog-value","GLRF.FUME-EXH.EFSTGUP-SP","Exh Fan Stageup Setpoint"
597,3001286,"analog-value","GLRF.FUME-EXH.EFSTGDOWN-SP","Exh Fan Stagedown Setpoint"
597,3001299,"analog-value","GLRF.FUME-EXH.EAHL-SP","Exh Air High Limit Static Press Setpoint"
597,3001301,"analog-value","GLRF.FUME-EXH.HEATMINSPD","HRU Heating Minimum EF Speed"
597,3001303,"analog-value","GLRF.FUME-EXH.BYPMINSPD","HRU Bypass Minimum EF Speed"
597,3001305,"analog-value","GLRF.FUME-EXH.EGRESS-SPD","Safe Egress EF Speed"
597,3001307,"analog-value","GLRF.FUME-EXH.SP-REQS","Exhaust Air Static Press Incr Requests"
597,3001309,"analog-value","GLRF.FUME-EXH.ERCRWLL-SP","ERU Coil Valve Low Limit Setpt to AHUs"
597,3001311,"analog-value","GLRF.FUME-EXH.ERCLL-SP","ERU Coil Valve LL Setpt Starting Value"
597,3001313,"analog-value","GLRF.FUME-EXH.HRC23RW-T","HRU-23 Coil RWT from FEC-8"
597,3001319,"analog-value","GLRF.FUME-EXH.SWITCHOVER-TIME","EF Switchover Time"
597,3001321,"analog-value","GLRF.FUME-EXH.EF26-Runtime","Exhaust Fan 26 Runtime"
